Provinsi_Clean,Tahun,Persentase_Penduduk_Miskin,IPM,Rata_Rata_Lama_Sekolah,IPM_Norm,RLS_Norm,Prediksi_Kemiskinan_AI,Score_Poverty,Score_IPM_Inv,Score_RLS_Inv,Skor_Prioritas_Bansos
RIAU,2021,7.12,72.94,9.19,0.5521201413427561,0.524793388429752,6.8560000000000025,0.15170407315045717,0.4478798586572439,0.475206611570248,0.3052573164864513
RIAU,2022,6.78,73.52,9.22,0.5777385159010602,0.5309917355371903,7.291699999999989,0.13757273482959267,0.4222614840989398,0.46900826446280974,0.2892664655370403
RIAU,2023,6.68,74.04,9.32,0.6007067137809194,0.5516528925619835,7.5724999999999945,0.13341645885286776,0.39929328621908056,0.44834710743801653,0.27616563677976136
RIAU,2024,6.67,74.79,9.43,0.6338339222614846,0.5743801652892562,6.5209,0.13300083125519532,0.3661660777385154,0.4256198347107438,0.26147420589130105
SULAWESI BARAT,2019,11.02,65.73,7.73,0.23365724381625474,0.22314049586776874,13.684899999999987,0.3137988362427264,0.7663427561837453,0.7768595041322313,0.542174145802933
SULAWESI BARAT,2020,10.87,66.11,7.89,0.2504416961130742,0.25619834710743805,13.767999999999983,0.30756442227763914,0.7495583038869258,0.743801652892562,0.5274100328834097
SULAWESI BARAT,2021,11.29,66.36,7.96,0.2614840989399294,0.27066115702479343,14.28949999999999,0.32502078137988355,0.7385159010600706,0.7293388429752066,0.5299329296030043
SULAWESI BARAT,2022,11.75,66.92,8.08,0.28621908127208506,0.2954545454545454,13.960200000000007,0.34413965087281795,0.7137809187279149,0.7045454545454546,0.5271131919638743
SULAWESI BARAT,2023,11.49,67.55,8.13,0.31404593639575973,0.30578512396694224,11.736000000000008,0.33333333333333326,0.6859540636042403,0.6942148760330578,0.5112958609545503
SULAWESI BARAT,2024,11.21,68.2,8.15,0.34275618374558325,0.309917355371901,11.597800000000014,0.3216957605985037,0.6572438162544167,0.690082644628099,0.49603755410119665
SULAWESI SELATAN,2019,8.69,71.66,8.26,0.4955830388692579,0.3326446280991735,8.697700000000017,0.21695760598503736,0.5044169611307421,0.6673553719008265,0.3932749657119066
SULAWESI SELATAN,2020,8.72,71.93,8.38,0.507508833922262,0.3574380165289257,8.291900000000012,0.21820448877805484,0.492491166077738,0.6425619834710743,0.38536199090656365
SULAWESI SELATAN,2021,8.78,72.24,8.46,0.521201413427562,0.3739669421487606,8.324199999999989,0.2206982543640897,0.478798586572438,0.6260330578512394,0.3791953147240241
SULAWESI SELATAN,2022,8.63,72.82,8.63,0.5468197879858656,0.40909090909090917,8.2764,0.2144638403990025,0.4531802120141344,0.5909090909090908,0.36136780198555973
SULAWESI SELATAN,2023,8.7,73.46,8.76,0.5750883392226149,0.43595041322314043,8.448800000000007,0.2173732335827098,0.42491166077738507,0.5640495867768596,0.34897003237994234
SULAWESI SELATAN,2024,8.06,74.05,8.86,0.6011484098939932,0.45661157024793386,7.970299999999992,0.1907730673316708,0.3988515901060068,0.5433884297520661,0.32371969664805067
SULAWESI TENGAH,2019,13.48,69.5,8.75,0.40017667844522986,0.43388429752066116,13.110000000000008,0.4160432252701579,0.5998233215547701,0.5661157024793388,0.5011917495973778
SULAWESI TENGAH,2020,12.92,69.55,8.83,0.4023851590106009,0.4504132231404958,12.921500000000004,0.39276807980049866,0.5976148409893991,0.5495867768595042,0.4855858475689699
SULAWESI TENGAH,2021,13.0,69.79,8.89,0.41298586572438234,0.46280991735537214,12.6567,0.3960931005818785,0.5870141342756177,0.5371900826446279,0.48158880710255014
SULAWESI TENGAH,2022,12.33,70.28,8.89,0.4346289752650181,0.46280991735537214,12.279199999999996,0.368246051537822,0.5653710247349819,0.5371900826446279,0.46117234971833115
SULAWESI TENGAH,2023,12.41,70.95,8.96,0.4642226148409896,0.4772727272727275,10.329699999999995,0.37157107231920194,0.5357773851590104,0.5227272727272725,0.45106420625275856
SULAWESI TENGAH,2024,11.77,71.56,9.04,0.4911660777385163,0.4938016528925617,11.469599999999991,0.34497090606816283,0.5088339222614837,0.5061983471074383,0.4263752991340142
SULAWESI TENGGARA,2019,11.24,71.2,8.91,0.4752650176678448,0.4669421487603307,11.253700000000006,0.3229426433915211,0.5247349823321552,0.5330578512396693,0.425503386643341
SULAWESI TENGGARA,2020,11.0,71.45,9.04,0.4863074204947,0.4938016528925617,11.158699999999994,0.31296758104738154,0.5136925795053,0.5061983471074383,0.41183123379676845
SULAWESI TENGGARA,2021,11.66,71.66,9.13,0.4955830388692579,0.5123966942148763,11.4166,0.34039900249376553,0.5044169611307421,0.4876033057851237,0.41904525074313015
SULAWESI TENGGARA,2022,11.17,72.23,9.25,0.5207597173144882,0.5371900826446281,10.082199999999986,0.3200332502078137,0.4792402826855118,0.4628099173553719,0.3963506933806348
SULAWESI TENGGARA,2023,11.43,72.79,9.31,0.5454946996466434,0.5495867768595042,10.77639999999999,0.3308395677472984,0.45450530035335657,0.4504132231404958,0.3918540186077553
SULAWESI TENGGARA,2024,11.21,73.48,9.42,0.5759717314487638,0.5723140495867769,10.049000000000008,0.3216957605985037,0.4240282685512362,0.4276859504132231,0.3735935509472673
SULAWESI UTARA,2019,7.66,72.99,9.43,0.5543286219081272,0.5743801652892562,8.409099999999999,0.17414796342477137,0.44567137809187285,0.4256198347107438,0.30589936208209634
SULAWESI UTARA,2020,7.62,72.93,9.49,0.5516784452296823,0.5867768595041323,8.676,0.17248545303408144,0.44832155477031765,0.4132231404958677,0.30338382104730954
SULAWESI UTARA,2021,7.77,73.3,9.62,0.5680212014134276,0.6136363636363635,8.663099999999993,0.17871986699916867,0.4319787985865724,0.38636363636363646,0.29622630034828334
SULAWESI UTARA,2022,7.28,73.81,9.68,0.5905477031802122,0.6260330578512396,8.23169999999999,0.15835411471321695,0.4094522968197878,0.37396694214876036,0.2768061348322969
SULAWESI UTARA,2023,7.38,74.36,9.77,0.6148409893992937,0.6446280991735536,7.513799999999995,0.16251039068994175,0.38515901060070634,0.35537190082644643,0.26787727869047206
SULAWESI UTARA,2024,7.25,75.03,9.84,0.6444346289752652,0.659090909090909,6.965599999999999,0.15710723192019946,0.35556537102473484,0.34090909090909105,0.2534050454493384
SUMATERA BARAT,2019,6.42,72.39,8.92,0.5278268551236751,0.46900826446280997,6.536899999999995,0.12261014131338319,0.4721731448763249,0.53099173553719,0.3091553612270271
SUMATERA BARAT,2020,6.28,72.38,8.99,0.5273851590106009,0.48347107438016534,7.1246999999999865,0.1167913549459684,0.4726148409893991,0.5165289256198347,0.30348591489377086
SUMATERA BARAT,2021,6.63,72.65,9.07,0.5393109540636045,0.5,7.231199999999998,0.13133832086450534,0.4606890459363955,0.5,0.3038758742131713
SUMATERA BARAT,2022,5.92,73.26,9.18,0.5662544169611312,0.5227272727272727,6.160199999999999,0.10182876142975891,0.4337455830388688,0.4772727272727273,0.27649260108108553
SUMATERA BARAT,2023,5.95,73.75,9.28,0.587897526501767,0.5433884297520659,6.4564999999999975,0.10307564422277637,0.41210247349823304,0.4566115702479341,0.2664908782104449
SUMATERA BARAT,2024,5.97,74.49,9.44,0.6205830388692579,0.5764462809917354,6.464900000000011,0.10390689941812131,0.3794169611307421,0.42355371900826455,0.2504892818499362
SUMATERA SELATAN,2019,12.71,70.02,8.18,0.42314487632508824,0.31611570247933884,12.551500000000015,0.3840399002493765,0.5768551236749118,0.6838842975206612,0.501853346731294
SUMATERA SELATAN,2020,12.66,70.01,8.24,0.4227031802120145,0.32851239669421495,12.45790000000001,0.3819617622610141,0.5772968197879855,0.671487603305785,0.4984674477280597
SUMATERA SELATAN,2021,12.84,70.24,8.3,0.4328621908127208,0.34090909090909105,12.339299999999998,0.3894430590191188,0.5671378091872792,0.659090909090909,0.49668105408392493
SUMATERA SELATAN,2022,11.9,70.9,8.37,0.462014134275619,0.3553719008264462,10.091899999999988,0.35037406483790523,0.537985865724381,0.6446280991735538,0.4655084119709777
SUMATERA SELATAN,2023,11.78,71.62,8.5,0.49381625441696153,0.3822314049586777,9.906899999999988,0.34538653366583527,0.5061837455830385,0.6177685950413223,0.4481021095160936
SUMATERA SELATAN,2024,10.97,72.3,8.57,0.5238515901060072,0.39669421487603307,9.83950000000001,0.3117206982543641,0.47614840989399276,0.6033057851239669,0.4193660291201733
SUMATERA UTARA,2019,8.83,71.74,9.45,0.4991166077738516,0.5785123966942147,9.163600000000011,0.22277639235245214,0.5008833922261484,0.4214876033057853,0.3459507345052276
SUMATERA UTARA,2020,8.75,71.77,9.54,0.5004416961130742,0.5971074380165289,8.820100000000002,0.21945137157107228,0.4995583038869258,0.4028925619834711,0.3401716893483081
SUMATERA UTARA,2021,9.01,72.0,9.58,0.510600706713781,0.6053719008264464,10.299699999999998,0.2302576891105569,0.489399293286219,0.39462809917355357,0.3408742523758549
SUMATERA UTARA,2022,8.42,72.71,9.71,0.5419611307420493,0.6322314049586779,8.234199999999989,0.20573566084788023,0.4580388692579507,0.3677685950413221,0.3138332102095897
SUMATERA UTARA,2023,8.15,73.37,9.82,0.5711130742049475,0.6549586776859504,8.410399999999989,0.19451371571072315,0.4288869257950525,0.3450413223140496,0.29493120005668727
SUMATERA UTARA,2024,7.99,74.02,9.93,0.5998233215547706,0.6776859504132233,8.064400000000001,0.18786367414796337,0.4001766784452294,0.3223140495867767,0.27844765052490583
