Provinsi_Clean,Tahun,Persentase_Penduduk_Miskin,IPM,Rata_Rata_Lama_Sekolah,IPM_Norm,RLS_Norm,Prediksi_Kemiskinan_AI,Score_Poverty,Score_IPM_Inv,Score_RLS_Inv,Skor_Prioritas_Bansos
JAMBI,2022,7.62,72.14,8.68,0.5167844522968199,0.4194214876033058,7.593400000000002,0.17248545303408144,0.4832155477031801,0.5805785123966942,0.3473230933073336
JAMBI,2023,7.58,72.77,8.81,0.5446113074204946,0.44628099173553726,8.360600000000009,0.1708229426433915,0.4553886925795054,0.5537190082644627,0.33277188074843994
JAMBI,2024,7.1,73.43,8.9,0.5737632508833928,0.4648760330578514,7.695300000000008,0.15087281795511218,0.42623674911660725,0.5351239669421486,0.310332227100968
JAWA BARAT,2019,6.91,72.03,8.37,0.5119257950530036,0.3553719008264462,7.812100000000004,0.14297589359933496,0.4880742049469964,0.6446280991735538,0.34683582811847713
JAWA BARAT,2020,7.88,72.09,8.55,0.5145759717314493,0.3925619834710745,8.048099999999998,0.18329177057356602,0.4854240282685507,0.6074380165289255,0.35876069707313335
JAWA BARAT,2021,8.4,72.45,8.61,0.5304770318021204,0.4049586776859504,7.489999999999991,0.2049044056525353,0.46952296819787964,0.5950413223140496,0.3623173577484415
JAWA BARAT,2022,8.06,73.12,8.78,0.5600706713780923,0.440082644628099,7.742199999999986,0.1907730673316708,0.4399293286219077,0.559917355371901,0.3393488033267879
JAWA BARAT,2023,7.62,73.74,8.83,0.5874558303886928,0.4504132231404958,7.654100000000001,0.17248545303408144,0.41254416961130724,0.5495867768595042,0.31992333277233376
JAWA BARAT,2024,7.46,74.43,8.87,0.6179328621908131,0.45867768595041314,7.0581,0.16583541147132166,0.3820671378091869,0.5413223140495869,0.30580230988833423
JAWA TENGAH,2019,10.8,71.73,7.53,0.4986749116607778,0.18181818181818188,10.777099999999987,0.30465502909393183,0.5013250883392222,0.8181818181818181,0.4663614046850962
JAWA TENGAH,2020,11.41,71.87,7.69,0.5048586572438167,0.2148760330578514,11.315099999999996,0.3300083125519534,0.49514134275618327,0.7851239669421486,0.4705713524912614
JAWA TENGAH,2021,11.79,72.16,7.75,0.5176678445229683,0.2272727272727273,11.62429999999999,0.3458021612635078,0.4823321554770317,0.7727272727272727,0.472146181820318
JAWA TENGAH,2022,10.93,72.79,7.93,0.5454946996466434,0.2644628099173554,10.698299999999987,0.3100581878636741,0.45450530035335657,0.7355371900826446,0.43848812205437293
JAWA TENGAH,2023,10.77,73.39,8.01,0.5719964664310955,0.28099173553719003,10.609499999999992,0.3034081463009143,0.4280035335689045,0.71900826446281,0.4239067861136905
