Provinsi,Tahun,Persentase_Penduduk_Miskin,IPM,Rata_Rata_Lama_Sekolah,IPM_Norm,RLS_Norm,Prediksi_Kemiskinan_AI,Score_Poverty,Score_IPM_Inv,Score_RLS_Inv,Skor_Prioritas_Bansos
KALIMANTAN TIMUR,2022,6.31,77.44,9.92,0.8098449089683075,0.7843406593406592,6.260399999999997,0.09627118644067795,0.19015509103169248,0.21565934065934078,0.14831398866171486
KALIMANTAN TIMUR,2023,6.11,78.2,9.99,0.835468644639245,0.7939560439560438,6.017800000000003,0.08949152542372882,0.16453135536075503,0.2060439560439562,0.13531396052888217
KALIMANTAN TIMUR,2024,5.78,78.83,10.02,0.8567093728927848,0.7980769230769229,5.931399999999991,0.07830508474576273,0.14329062710721518,0.2019230769230771,0.12252434588966134
KALIMANTAN UTARA,2019,6.63,71.15,8.94,0.5977747808496294,0.6497252747252746,8.1098,0.10711864406779659,0.40222521915037057,0.35027472527472536,0.24428183283395455
KALIMANTAN UTARA,2020,6.8,70.63,9.0,0.5802427511800403,0.6579670329670328,7.649499999999992,0.11288135593220339,0.4197572488199597,0.34203296703296715,0.25077444601868304
KALIMANTAN UTARA,2021,7.36,71.19,9.11,0.5991233985165205,0.6730769230769229,8.095400000000007,0.13186440677966102,0.4008766014834795,0.3269230769230771,0.25157979921948975
KALIMANTAN UTARA,2022,6.77,71.83,9.27,0.6207012811867834,0.6950549450549448,8.948799999999997,0.111864406779661,0.37929871881321664,0.3049450549450552,0.23071083002280654
KALIMANTAN UTARA,2023,6.45,72.49,9.34,0.6429534726904922,0.7046703296703296,7.501700000000004,0.10101694915254236,0.3570465273095078,0.2953296703296704,0.2166883668350576
KALIMANTAN UTARA,2024,6.32,73.02,9.35,0.6608226567768034,0.706043956043956,7.246800000000005,0.09661016949152543,0.3391773432231966,0.293956043956044,0.20884949650393048
KEP. BANGKA BELITUNG,2019,4.62,71.3,7.98,0.6028320971004717,0.5178571428571428,6.2624,0.03898305084745762,0.3971679028995283,0.4821428571428572,0.23507046772215875
KEP. BANGKA BELITUNG,2020,4.53,71.47,8.06,0.6085637221847604,0.5288461538461537,5.510999999999988,0.035932203389830525,0.3914362778152396,0.47115384615384626,0.2296277542702564
KEP. BANGKA BELITUNG,2021,4.9,71.69,8.08,0.6159811193526632,0.5315934065934065,6.019599999999989,0.048474576271186454,0.3840188806473368,0.4684065934065935,0.23312427101111297
KEP. BANGKA BELITUNG,2022,4.45,72.24,8.11,0.6345246122724204,0.5357142857142856,6.0296999999999965,0.03322033898305085,0.3654753877275796,0.4642857142857144,0.2191099286669422
KEP. BANGKA BELITUNG,2023,4.52,72.85,8.25,0.6550910316925151,0.554945054945055,5.334099999999995,0.03559322033898302,0.34490896830748485,0.44505494505494503,0.210280289672726
